names,scores,logfoldchanges,pvals,pvals_adj,cluster
Eef1d,13.9560175,0.07628278,2.8914733695278963e-44,9.685625645099685e-44,0
Ruvbl1,13.323229,3.8912122,1.696094024115482e-40,5.343234521773315e-40,0
Cant1,13.25008,2.4822457,4.5071908092183575e-40,1.4096091874442477e-39,0
Tmem199,13.240493,-0.37127474,5.121146832159485e-40,1.5997197622263514e-39,0
G6pc3,13.102444,-1.6981778,3.188251267414543e-39,9.825118316993241e-39,0
Rpp21,12.848845,4.484025,8.730488379646723e-38,2.6382043354948084e-37,0
Abcf2,12.617753,-0.38326585,1.685629223913126e-36,5.007388733607753e-36,0
Txndc5,12.545766,2.63435,4.193384027050479e-36,1.2377329893332028e-35,0
Gng10,12.398815,2.636159,2.652161063760496e-35,7.726754574549023e-35,0
Idnk,12.381012,-3.082988,3.3113986539137197e-35,9.634558340181267e-35,0
Igfbp6,0.2718975,-1.7196563,0.7857008278433689,0.9999931718864629,1
A2ml1,0.1409037,1.6134346,0.8879460165608868,0.9999931718864629,1
Ckm,0.13742068,-4.796799,0.8906982776422018,0.9999931718864629,1
Or52d13,0.13355258,-4.3555684,0.893756385592495,0.9999931718864629,1
4930448I18Rik,0.12213651,-4.185933,0.9027909067605622,0.9999931718864629,1
Cd7,0.12210228,-3.716679,0.9028180163148005,0.9999931718864629,1
4930404A12Rik,0.11837109,-5.715267,0.9057736302635464,0.9999931718864629,1
Tmed6,0.11836253,-4.5166373,0.9057804107109044,0.9999931718864629,1
Gm31343,0.11447731,-8.4282675,0.908859435539425,0.9999931718864629,1
Gm12406,0.11445163,-3.5468016,0.9088797861245445,0.9999931718864629,1
Igf2,0.09714235,-2.5574188,0.922613345116017,0.9942615693729234,2
Fmo2,0.088765845,-3.9192743,0.9292680019209622,0.9942615693729234,2
Tcea3,0.085075565,-9.077489,0.9322013136678808,0.9942615693729234,2
Dnah2os,0.080347404,-4.065968,0.9359609599742899,0.9942615693729234,2
Gm17745,0.07193944,-7.2758727,0.9426501034482143,0.9942615693729234,2
Gm56664,0.07191847,-3.6736476,0.9426667898585896,0.9942615693729234,2
Gm47752,0.07191847,-5.72937,0.9426667898585896,0.9942615693729234,2
Bcl3,0.069989465,-2.620794,0.9442020463102295,0.9942615693729234,2
Akr1c14,0.055144485,-4.742,0.9560233568531783,0.9942615693729234,2
Gm43714,0.055123515,-5.4898977,0.9560400610775943,0.9942615693729234,2
Gm830,0.08616687,-5.9895234,0.931333764438178,0.999327312092497,3
Otog,0.07910834,-4.73707,0.9369464469523265,0.999327312092497,3
Atp6v1g3,0.07204981,-6.324573,0.9425622643862176,0.999327312092497,3
Gm45355,0.07204981,-4.648444,0.9425622643862176,0.999327312092497,3
Gm15339,0.07195378,-2.1805718,0.9426386903947184,0.999327312092497,3
Gm13219,0.06919279,-8.409173,0.9448361612137809,0.999327312092497,3
Srrm3os,0.06915678,-4.024045,0.9448648266867173,0.999327312092497,3
Gm57233,0.06499129,-3.8937733,0.9481809385467673,0.999327312092497,3
Or1j10,0.06499129,-5.584489,0.9481809385467673,0.999327312092497,3
Lrrc72,0.06499129,-6.809172,0.9481809385467673,0.999327312092497,3
Anapc13,0.4425593,4.533969,0.6580845266449522,0.9999737580829917,4
Xlr5a,0.35291934,4.6526995,0.7241489133307026,0.9999737580829917,4
Hbb-bt,0.35213,1.7543592,0.7247407762224023,0.9999737580829917,4
Slc1a4,0.35009086,0.62561435,0.7262705161028262,0.9999737580829917,4
Gadd45gip1,0.24895605,5.0950007,0.8033947760599365,0.9999737580829917,4
Dhps,0.2319687,6.43166,0.8165623280762921,0.9999737580829917,4
Fuom,0.22836731,3.0570161,0.8193607009229317,0.9999737580829917,4
Pglyrp1,0.22205254,-1.3993212,0.8242729739728722,0.9999737580829917,4
Pdgfrb,0.1836871,-0.05206832,0.854258924102944,0.9999737580829917,4
Tmem115,0.1814013,-2.4258645,0.8560526017951051,0.9999737580829917,4
Tmem176b,0.14806174,4.339529,0.8822940481180023,0.9994809164176688,5
Oasl2,0.08721054,-2.4809442,0.9305041604885933,0.9994809164176688,5
Slc22a18,0.07441653,-2.62849,0.940678954698771,0.9994809164176688,5
Tmem37,0.06495936,-3.9486985,0.9482063570004443,0.9994809164176688,5
Mia,0.05900671,-3.2548432,0.9529467641794822,0.9994809164176688,5
Ifitm2,0.057497587,-1.4617141,0.9541488287858938,0.9994809164176688,5
9630013K17Rik,0.056575343,-4.738062,0.954883475346817,0.9994809164176688,5
Eif3j2,0.05526744,-1.1304609,0.9559254033217615,0.9994809164176688,5
Mip,0.051796455,-7.3450403,0.9586908802907337,0.9994809164176688,5
Gm32764,0.051796455,-5.9613867,0.9586908802907337,0.9994809164176688,5
Gm11532,0.052578613,-5.5236588,0.9580676568787112,0.9989179888999371,6
Asmt,0.04784317,-6.6554604,0.9618412325201015,0.9989179888999371,6
Epp13,0.047826316,-4.5200534,0.9618546631918139,0.9989179888999371,6
Gm28499,0.047826316,-5.780975,0.9618546631918139,0.9989179888999371,6
Or2t6,0.047826316,-3.6517923,0.9618546631918139,0.9989179888999371,6
Actg2,0.047809463,-3.374488,0.9618680938743512,0.9989179888999371,6
Gm12256,0.047809463,-3.6114063,0.9618680938743512,0.9989179888999371,6
Gm14124,0.04307402,-4.3375115,0.9656425303304637,0.9989179888999371,6
Gm50057,0.04307402,-7.716511,0.9656425303304637,0.9989179888999371,6
Gm31458,0.043057166,-4.957504,0.9656559639137061,0.9989179888999371,6
Asgr1,0.10089446,-3.3598647,0.9196342437174381,0.9996623439194046,7
Prrx2,0.08472298,-1.4955999,0.9324816228245997,0.9996623439194046,7
Gm26568,0.05757922,-2.3039827,0.9540838031483496,0.9996623439194046,7
Gm56819,0.053021498,-0.96549076,0.9577147796298183,0.9996623439194046,7
Ankrd66,0.05281893,-2.8508432,0.9578761772864093,0.9996623439194046,7
B230311B06Rik,0.048480656,-2.9773803,0.9613331808295617,0.9996623439194046,7
Ptgr1,0.048311852,-0.6284359,0.9614677097040301,0.9996623439194046,7
Gm14123,0.048092406,-3.0159488,0.9616425988804649,0.9996623439194046,7
Gm39232,0.047991123,-2.266747,0.9617233175849307,0.9996623439194046,7
Igkc,0.047923602,-0.12361939,0.9617771302725966,0.9996623439194046,7
Gm14862,0.054734394,-3.2007523,0.9563500692109985,0.9970630430224696,8
Kcne1l,0.054631893,-0.11048857,0.9564317292874782,0.9970630430224696,8
Sema3b,0.048533212,-4.2146797,0.9612912968451192,0.9970630430224696,8
Gm14124,0.04544116,-9.476079,0.9637556721113076,0.9970630430224696,8
Fbxw13,0.04069205,-2.3154023,0.9675414008707537,0.9970630430224696,8
Gm56859,0.040640797,-0.8588919,0.9675822582025558,0.9970630430224696,8
Dnajb13,0.040640797,-2.4235995,0.9675822582025558,0.9970630430224696,8
Folr1,0.03602835,-6.6161375,0.9712597535259077,0.9970630430224696,8
Nkx6-3,0.036011267,-2.701502,0.9712733750631842,0.9970630430224696,8
Slfnl1,0.03134757,-4.2726064,0.974992354687468,0.9970630430224696,8
Myl9,0.1145243,-1.5240644,0.9088221846091151,0.9997382927023954,9
S100a6,0.11210745,0.017299699,0.9107382128004439,0.9997382927023954,9
Dthd1,0.07568202,-2.454674,0.9396720797272711,0.9997382927023954,9
Gm41654,0.056519832,-7.002802,0.9549276980494559,0.9997382927023954,9
Gm15339,0.056485303,-3.538197,0.9549552022473504,0.9997382927023954,9
Gm15416,0.051893283,-4.7359495,0.9586137257347099,0.9997382927023954,9
Gm28818,0.051893283,-6.998324,0.9586137257347099,0.9997382927023954,9
Actg2,0.05187602,-6.362061,0.9586274812757094,0.9997382927023954,9
Ahnak,0.051254544,2.335729,0.959122688924208,0.9997382927023954,9
Gm40646,0.047249474,-3.6913984,0.9623143971870174,0.9997382927023954,9
Alox15,-0.002606211,0.19729552,0.9979205469111143,0.9986419444072644,10
Hjv,-0.002606211,0.19729552,0.9979205469111143,0.9986419444072644,10
Gm36462,-0.002606211,0.19729552,0.9979205469111143,0.9986419444072644,10
Afp,-0.002606211,0.19729552,0.9979205469111143,0.9986419444072644,10
Gm29084,-0.002606211,0.19729552,0.9979205469111143,0.9986419444072644,10
Ccdc185,-0.002606211,0.19729552,0.9979205469111143,0.9986419444072644,10
Gm56633,-0.002606211,0.1972955,0.9979205469111143,0.9986419444072644,10
Gm13773,-0.002606211,0.19729553,0.9979205469111143,0.9986419444072644,10
Tpsg1,-0.002606211,0.19729552,0.9979205469111143,0.9986419444072644,10
Gm49466,-0.002606211,0.19729552,0.9979205469111143,0.9986419444072644,10
Tpsg1,-0.002606211,0.19729552,0.9979205469111143,0.9984520018584955,11
