Group,Mean,Median,Min,Max,Count
Assigned,0.9305084263157116,0.9999870389808992,0.0006308904239950259,1.0,5303
Unassigned,0.4229568426916577,0.30465704998269133,5.515435797734411e-05,0.9999999999999969,4209
