names,scores,logfoldchanges,pvals,pvals_adj,cluster
Gm35188,10.967268,3.383952,5.490667808579901e-28,1.7002370531018456e-27,0
Limd1,8.286068,1.0175769,1.1705392065534164e-16,3.135737665025295e-16,0
Nme2,8.146395,1.9181267,3.7493559150424937e-16,9.974456377106115e-16,0
Slc39a12,8.09918,1.2799994,5.53309388071234e-16,1.468532188946181e-15,0
Hras,7.692035,2.0517187,1.4481255460543402e-14,3.76195481575789e-14,0
Ndufb10,7.587021,-1.8604511,3.273447015483346e-14,8.449119670527983e-14,0
Mrpl51,7.478281,-0.021743987,7.530112407069422e-14,1.9349904801819454e-13,0
Palld,7.3898525,0.19526194,1.469916261434464e-13,3.757220574212199e-13,0
Pald1,7.231142,0.58422416,4.78949696521262e-13,1.2141239878300303e-12,0
Mapk3,7.1932993,-0.7532757,6.324409203657475e-13,1.5999559686809677e-12,0
Gm12126,0.1184515,-4.288378,0.9057099238892476,0.999596398633908,1
4933416E03Rik,0.11271601,-6.263627,0.910255705784665,0.999596398633908,1
B230119M05Rik,0.112692624,-4.1196456,0.9102742472009923,0.999596398633908,1
Mroh9,0.11266924,-3.9882166,0.9102927886661847,0.999596398633908,1
Gm37068,0.10688698,-3.7464569,0.9148786400638821,0.999596398633908,1
Gm10660,0.10688698,-3.641812,0.9148786400638821,0.999596398633908,1
4930445N08Rik,0.10688698,-4.970552,0.9148786400638821,0.999596398633908,1
Gm45901,0.106869444,-3.6688037,0.9148925550240639,0.999596398633908,1
Slc30a2,0.105822906,-4.1666994,0.9157228613725302,0.999596398633908,1
Gm13595,0.105822906,-2.7392194,0.9157228613725302,0.999596398633908,1
Rhox4b,0.09056076,-7.0328426,0.9278416171384261,0.9998334543667085,2
Soat2,0.08823518,-7.7530603,0.9296897597840246,0.9998334543667085,2
Gm41002,0.08819198,-5.391678,0.9297240942259608,0.9998334543667085,2
1700017M07Rik,0.0852688,-9.267565,0.9320476920804701,0.9998334543667085,2
Frmpd1os,0.0852688,-3.7309134,0.9320476920804701,0.9998334543667085,2
Gm35822,0.0852688,-4.714975,0.9320476920804701,0.9998334543667085,2
Gm12126,0.08290722,-3.168119,0.9339253083646136,0.9998334543667085,2
Gm26646,0.08000565,-8.257751,0.9362327599264488,0.9998334543667085,2
Gm11184,0.07999125,-4.527395,0.9362442126508553,0.9998334543667085,2
Dbhos,0.07999125,-10.143542,0.9362442126508553,0.9998334543667085,2
Rab44,0.07542668,-8.264722,0.939875229049193,0.996232827914108,3
Gm32296,0.07029844,-3.7950845,0.9439561240968182,0.996232827914108,3
Gm9748,0.07028362,-3.3469965,0.9439679207751522,0.996232827914108,3
Gm50330,0.07028362,-3.4427595,0.9439679207751522,0.996232827914108,3
Gm57229,0.060101237,-3.8684454,0.9520750035345195,0.996232827914108,3
Emp3,0.060071595,-3.0099163,0.9520986125913141,0.996232827914108,3
Gm10101,0.06002713,-2.1015651,0.9521340262553263,0.996232827914108,3
Gm33858,0.054972995,-3.9077702,0.9561599783090818,0.996232827914108,3
Ovol1,0.054958172,-3.8144078,0.956171786315382,0.996232827914108,3
Hspa1a,0.054943353,-3.478086,0.9561835943313006,0.996232827914108,3
Gm10101,0.07123114,-3.8442967,0.9432137963546454,0.9955432677641628,4
1700003C15Rik,0.05738194,-4.2885556,0.9542409491567206,0.9955432677641628,4
Gm11770,0.05738194,-6.167917,0.9542409491567206,0.9955432677641628,4
Gm26576,0.05738194,-4.854386,0.9542409491567206,0.9955432677641628,4
Gm57030,0.056798078,-5.275522,0.954706044929861,0.9955432677641628,4
Gm21860,0.05676694,-5.1086144,0.9547308504724019,0.9955432677641628,4
Gm15326,0.052547563,-3.8829288,0.9580923970486331,0.9955432677641628,4
Wfdc1,0.052547563,-3.7030244,0.9580923970486331,0.9955432677641628,4
4930534H18Rik,0.05253978,-3.5288074,0.9580985998713453,0.9955432677641628,4
Platr27,0.05253978,-2.2814195,0.9580985998713453,0.9955432677641628,4
Gm13595,0.0820458,-6.081825,0.9346102894677017,0.999526976866988,5
3300002P09Rik,0.07310715,-5.2093506,0.9417208469856266,0.999526976866988,5
Gm44169,0.07309051,-8.217769,0.9417340927586303,0.999526976866988,5
Gm28586,0.06862119,-4.126163,0.9452911540851423,0.999526976866988,5
Gm57239,0.064168505,-4.8313594,0.9488360525922488,0.999526976866988,5
Lnp1,0.064135216,-5.167024,0.9488625604087674,0.999526976866988,5
Gm44265,0.06410193,-8.322224,0.9488890682818836,0.999526976866988,5
D830039M14Rik,0.059699185,-10.899107,0.952395221653702,0.999526976866988,5
Gm20416,0.059665892,-5.8869185,0.9524217368066917,0.999526976866988,5
Gm10390,0.059632603,-2.1749406,0.9524482520123495,0.999526976866988,5
Alkbh3os1,0.07037837,-4.8909707,0.9438925060810188,0.9996236903994544,6
Gm28586,0.07037837,-4.9698043,0.9438925060810188,0.9996236903994544,6
Defb23,0.07034484,-4.6458254,0.9439191894134136,0.9996236903994544,6
Gm17234,0.06594463,-3.7869844,0.9474219116939093,0.9996236903994544,6
Vmn2r31,0.06594463,-5.1636825,0.9474219116939093,0.9996236903994544,6
1700095A13Rik,0.0659111,-3.1606593,0.947448603089528,0.9996236903994544,6
Trim42,0.06580214,-1.8589407,0.9475353505324652,0.9996236903994544,6
Gm41600,0.06151088,-6.031779,0.9509523493894754,0.9996236903994544,6
Nrk,0.06151088,-6.1258807,0.9509523493894754,0.9996236903994544,6
Gm15979,0.06149412,-3.9087265,0.9509656988508068,0.9996236903994544,6
Klhdc7a,0.09655316,-3.6815965,0.9230812531101966,0.9987336797940971,7
Tnfrsf1a,0.08231759,-7.399915,0.9343941642585913,0.9987336797940971,7
E030042O20Rik,0.07953483,-2.0792649,0.93660722817882,0.9987336797940971,7
Frmd8os,0.06614279,-2.6978652,0.9472641467416824,0.9987336797940971,7
1700034E13Rik,0.05897717,-5.493999,0.952970289769138,0.9987336797940971,7
Gipc3,0.05897717,-3.9598572,0.952970289769138,0.9987336797940971,7
5033406O09Rik,0.05897717,-3.8717318,0.952970289769138,0.9987336797940971,7
Gm50261,0.05897717,-2.9640968,0.952970289769138,0.9987336797940971,7
4632404M16Rik,0.05897717,-4.0929084,0.952970289769138,0.9987336797940971,7
Gm56697,0.05897717,-3.0752976,0.952970289769138,0.9987336797940971,7
Fzd2,0.07537125,-2.3721395,0.9399193320330347,0.9979932328981654,8
Col8a2,0.06321894,-4.921739,0.9495921648314692,0.9979932328981654,8
Serpinb6b,0.062178593,-0.6030856,0.9504206105912532,0.9979932328981654,8
Pjvk,0.058106896,-5.5708284,0.9536634828740449,0.9979932328981654,8
Gm12289,0.058097925,-5.2528596,0.9536706266311497,0.9979932328981654,8
Gm49891,0.058097925,-4.4242787,0.9536706266311497,0.9979932328981654,8
Or5al5,0.058097925,-4.3577595,0.9536706266311497,0.9979932328981654,8
Barhl1,0.05808896,-5.3701787,0.9536777703919767,0.9979932328981654,8
H4c2,0.05808896,-3.4973736,0.9536777703919767,0.9979932328981654,8
Gm4710,0.05808896,-3.539478,0.9536777703919767,0.9979932328981654,8
Stbd1,0.061839182,-6.235997,0.9506909007368594,0.9996325428709129,9
Gm11131,0.061839182,-5.4924703,0.9506909007368594,0.9996325428709129,9
Or14j10,0.061839182,-6.172695,0.9506909007368594,0.9996325428709129,9
9130409I23Rik,0.058029413,-5.305743,0.9537252005445023,0.9996325428709129,9
Or5w19,0.058019817,-4.251723,0.9537328444825752,0.9996325428709129,9
Trgc4,0.058019817,-3.7059913,0.9537328444825752,0.9996325428709129,9
Tbx22,0.058019817,-4.8726206,0.9537328444825752,0.9996325428709129,9
Gm28988,0.058019817,-5.646263,0.9537328444825752,0.9996325428709129,9
C2cd4d,0.058019817,-7.835749,0.9537328444825752,0.9996325428709129,9
Gm57156,0.058019817,-5.8945265,0.9537328444825752,0.9996325428709129,9
Atp5h,0.3680747,5.7277017,0.7128175457346341,0.9999902934588507,10
Gm39816,0.32843998,0.06474739,0.742579010027389,0.9999902934588507,10
Ndufs6,0.27157918,-2.9864433,0.7859456196814657,0.9999902934588507,10
Ms4a1,0.26393932,0.67202413,0.7918266685544167,0.9999902934588507,10
Dubr,0.20542403,3.3012936,0.8372408553041373,0.9999902934588507,10
Cldn16,0.15449989,-0.49018878,0.8772156021717679,0.9999902934588507,10
Gldc,0.15376997,2.9362054,0.8777911174391227,0.9999902934588507,10
Idi1,0.15366048,-5.2596483,0.8778774503082396,0.9999902934588507,10
Ndufb1,0.115303144,10.335697,0.9082048478189209,0.9999902934588507,10
2610300M13Rik,0.11329586,-2.2561994,0.9097959991229484,0.9999902934588507,10
Epas1,0.20349021,4.8862395,0.8387518970264448,0.9994888406621386,11
Itpripl2,0.15299025,-0.90334386,0.878405968022474,0.9994888406621386,11
Fcer1g,0.15132794,0.2336134,0.8797170374790301,0.9994888406621386,11
Sh3bp2,0.13410291,-0.5921221,0.8933211951493495,0.9994888406621386,11
Mdfic,0.11859754,-0.2192779,0.9055942194919209,0.9994888406621386,11
2900052N01Rik,0.11727915,-0.4428951,0.9066388498287861,0.9994888406621386,11
Spry1,0.08237054,-4.3568573,0.9343520588390275,0.9994888406621386,11
Atp13a5,0.05892618,1.2227936,0.9530109063910821,0.9994888406621386,11
Pole2,0.049124256,-1.6937722,0.9608202730159111,0.9994888406621386,11
Gpr37l1,0.043707404,3.0090775,0.9651376371400955,0.9994888406621386,11
