UMAP1,UMAP2,cluster,cell_type
12.092901,3.2599318,0,Neurons
10.220324,-8.877229,1,Neurons
9.912198,5.464742,0,Neurons
17.937809,-4.919079,8,Neurons
13.368456,3.5575836,0,OPCs
4.86735,-1.6863202,6,Pericytes
8.048875,13.290786,2,Oligodendrocytes
6.911202,13.766721,2,Oligodendrocytes
7.7457805,0.0036212013,0,Neurons
2.4026542,-2.6086059,5,Neurons
11.272881,1.5676167,0,Astrocytes
3.672141,4.853964,7,OPCs
5.0525355,-1.5970551,6,Neurons
14.1758585,2.6949432,0,Neurons
11.523895,-3.6841989,0,Neurons
3.8230975,5.1803865,7,OPCs
13.068426,-2.7095711,0,Neurons
12.448789,2.554511,0,Pericytes
8.656321,-3.019819,0,Neurons
9.927776,3.7700117,0,Oligodendrocytes
4.1603255,0.41433853,6,Pericytes
6.278584,5.285636,7,Endothelial
10.330901,1.7425828,0,Neurons
9.604248,-0.98578304,0,Astrocytes
7.5884995,-0.85290307,0,OPCs
3.1570153,-7.3280234,4,Microglia
16.1356,-1.0390478,9,Neurons
6.918523,-3.8972478,0,Microglia
4.2147155,3.7820818,7,Pericytes
3.095886,-5.090203,4,Neurons
10.008812,-7.934871,1,Neurons
3.213716,-5.125046,4,Neurons
2.6703503,-6.943035,4,Neurons
10.318077,-8.714244,1,Neurons
8.376063,2.439895,0,Astrocytes
-4.427052,1.6668541,3,Microglia
11.350515,-2.9862132,0,Neurons
8.980077,-2.6233375,0,Neurons
8.551827,10.086965,2,Oligodendrocytes
6.2215915,5.5567718,7,Endothelial
11.340598,-5.995994,1,Pericytes
8.062584,-6.1668625,1,Neurons
6.8601604,4.0974317,0,OPCs
3.8248682,-6.061409,4,Neurons
9.219338,1.8656021,0,OPCs
6.914073,2.9125473,0,Microglia
-2.7741854,-0.48765934,3,Microglia
8.775823,5.819414,0,Pericytes
11.749292,-1.7553451,0,Pericytes
10.041117,2.84732,0,Endothelial
12.525897,2.4059625,0,Neurons
8.775684,13.631247,2,Oligodendrocytes
7.0340486,-3.6096148,0,Neurons
10.462627,-1.5010444,0,Neurons
7.3231635,3.0179698,0,Oligodendrocytes
8.277789,2.5437489,0,Astrocytes
10.780508,-4.0145216,0,Neurons
17.78154,-5.264374,8,Neurons
12.888742,4.0237617,0,Endothelial
-4.3125463,-0.1198638,3,Microglia
2.8595116,8.023911,6,Pericytes
16.509914,-1.763856,9,Neurons
7.2796063,1.6620667,0,OPCs
-3.6510682,-1.0063146,3,Microglia
12.023906,3.8871083,0,Neurons
9.624355,-8.6134,1,Pericytes
8.303919,7.2119155,2,Oligodendrocytes
16.311443,2.1808326,5,Neurons
7.7369514,-4.043823,0,Neurons
9.906764,4.698728,0,Neurons
11.699773,4.247506,0,Neurons
9.1095495,4.0429106,0,Oligodendrocytes
9.24267,0.7586685,0,Microglia
10.303892,5.8300195,0,Oligodendrocytes
2.6853533,-2.47223,5,Pericytes
3.0597126,-0.33297536,6,Oligodendrocytes
-4.406864,1.6251177,3,Endothelial
12.778933,-2.7157197,0,Pericytes
3.2627072,-6.8636093,4,Neurons
8.059341,-2.597141,0,Neurons
9.799657,-3.0472088,0,Neurons
11.014085,5.222391,0,Neurons
9.626993,-3.2699847,0,Neurons
2.3839629,1.4459487,6,Oligodendrocytes
15.731008,-0.6597036,9,Neurons
3.2500298,8.883061,6,Astrocytes
-2.181399,-0.29878873,3,Microglia
9.744645,4.7505875,0,Oligodendrocytes
3.322835,5.2265825,7,OPCs
8.627316,11.437153,2,Oligodendrocytes
12.352761,3.016642,0,Neurons
8.927485,-5.2889,1,Neurons
16.426596,-1.516813,9,Neurons
9.253495,4.5297832,0,Neurons
15.371728,4.9090233,5,Pericytes
4.1495504,4.796735,7,OPCs
2.7709224,-5.6150093,4,Pericytes
12.71719,-1.7090596,0,Neurons
11.077862,-6.5065484,1,Astrocytes
9.255355,4.6056476,0,Oligodendrocytes
15.017507,3.907393,5,Microglia
9.256099,3.5738976,0,Oligodendrocytes
7.7694416,11.763395,2,Astrocytes
8.914374,5.413027,0,Neurons
8.299844,7.1072264,2,Oligodendrocytes
7.74725,-0.36669967,0,Neurons
7.9749684,-0.34013903,0,Neurons
16.6266,-1.463269,9,Neurons
10.497419,2.6330202,0,Neurons
9.807748,-7.5658665,1,Neurons
15.760698,-1.0178641,9,Neurons
-3.6821127,-0.7055895,3,Microglia
11.132433,0.90418106,0,Neurons
-1.3385797,-0.23232777,3,Microglia
8.280063,4.6413884,0,Neurons
3.1906776,5.243967,7,OPCs
13.725914,3.851671,0,Endothelial
1.7792963,-8.442899,4,Neurons
6.48461,5.231532,7,Oligodendrocytes
10.71559,-5.7790756,1,Neurons
2.4873915,-7.109606,4,Neurons
11.667916,2.606949,0,Neurons
11.388392,-1.7007911,0,Astrocytes
1.8641008,-2.7104936,5,Astrocytes
17.095472,-5.7358623,8,Neurons
9.521779,-5.2270207,1,Neurons
2.5276246,1.1560515,6,Microglia
16.260061,-6.3493905,8,Neurons
6.03975,5.789783,7,Oligodendrocytes
6.7093606,-0.26655978,0,Neurons
3.314983,5.469096,7,OPCs
8.70076,4.2655354,0,Neurons
4.981788,-1.6750183,6,Oligodendrocytes
9.26337,1.5070843,0,Microglia
11.601631,4.3639917,0,Microglia
15.263256,-0.8336544,9,Neurons
10.176187,-8.404755,1,Neurons
11.499368,0.5109507,0,Microglia
10.930795,-6.5172544,1,Neurons
10.958855,0.2614995,0,Neurons
5.543616,-2.3012288,6,Oligodendrocytes
14.584294,6.3133273,5,Pericytes
9.599259,-5.746557,1,Neurons
11.894603,0.024407292,0,Microglia
13.401003,-1.6573527,0,Neurons
14.492424,5.8337364,5,Pericytes
8.712268,12.391396,2,Oligodendrocytes
11.59349,4.036092,0,Oligodendrocytes
7.4675016,-0.9834328,0,Astrocytes
-2.109172,-0.4442338,3,Microglia
9.207982,3.240708,0,Neurons
16.26469,-6.1947846,8,Pericytes
9.252168,-1.1406102,0,Astrocytes
18.351307,-2.2467964,8,Pericytes
15.968741,2.1194632,5,OPCs
9.287238,-0.5075131,0,Neurons
10.993527,-5.902098,1,Neurons
18.19537,-4.513133,8,Astrocytes
12.987177,-1.7912111,0,Neurons
12.219479,1.4027332,0,Neurons
15.771951,-0.70085156,9,Neurons
6.9886637,1.7982372,0,OPCs
-1.9796379,-0.42077535,3,Microglia
3.2830868,-5.0802636,4,Microglia
10.475392,1.6737095,0,Neurons
3.5551746,5.4579945,7,OPCs
17.759462,-5.320424,8,Neurons
3.0110433,8.946097,6,Astrocytes
1.9581724,-7.463257,4,Neurons
17.327902,-5.8029776,8,Neurons
11.264876,-0.032295845,0,Neurons
14.953472,5.54661,5,Microglia
13.861295,2.579576,0,Endothelial
10.843317,3.8873513,0,Neurons
9.946405,-3.526337,0,Neurons
14.203038,3.099523,0,Pericytes
10.844951,-8.029259,1,Neurons
10.616364,-8.705053,1,Oligodendrocytes
3.0537982,-0.38626418,6,Microglia
8.989171,4.3659086,0,Oligodendrocytes
-3.2532027,-0.053837627,3,Microglia
9.959166,-4.190351,1,Neurons
18.063328,-4.713233,8,Neurons
2.8775525,9.001733,6,Microglia
2.9839566,0.43099514,6,Microglia
10.398446,0.4173235,0,Neurons
-3.144841,-0.05186589,3,Microglia
16.297985,4.8420143,5,Neurons
5.1532907,3.0953832,0,Oligodendrocytes
8.205282,-0.31929892,0,Neurons
7.1930966,-3.629961,0,Neurons
10.624731,3.681671,0,Astrocytes
14.515566,-1.9016864,9,Neurons
7.270944,-0.07226873,0,Astrocytes
7.8470416,-6.283103,1,Neurons
11.474786,4.277502,0,Pericytes
11.363397,2.8099217,0,OPCs
15.1946945,-1.7109225,9,Neurons
7.6739855,2.3258457,0,Astrocytes
10.121338,-1.0800871,0,Neurons
10.382388,-8.267239,1,Pericytes
4.1425943,-6.525749,4,Neurons
14.892257,5.082767,5,Pericytes
10.564946,0.5124565,0,Neurons
-3.5078144,0.5318254,3,Microglia
8.947397,0.895974,0,Neurons
5.0136104,-1.8704561,6,Pericytes
3.175799,-6.0642624,4,OPCs
4.6669793,-1.1907767,6,Pericytes
9.858736,-2.3470068,0,Neurons
16.224361,4.3726096,5,Pericytes
8.008644,-4.1423855,0,Neurons
10.476198,-4.763512,1,Neurons
15.46906,4.260527,5,Neurons
7.6461253,12.17802,2,Oligodendrocytes
6.9068937,13.49746,2,Oligodendrocytes
8.323905,3.511814,0,Neurons
13.963264,-2.1657336,0,Neurons
2.2172432,-2.4782615,5,Microglia
9.521346,-0.5105616,0,Neurons
5.671711,4.019328,7,OPCs
7.256989,6.4782286,7,Oligodendrocytes
10.902664,-8.86446,1,Neurons
9.284018,13.054402,2,Oligodendrocytes
9.518803,3.9817536,0,Microglia
11.110544,-3.7168343,0,Neurons
4.868056,3.6260617,7,Astrocytes
10.457615,-2.9696012,0,Neurons
11.024184,-1.3948569,0,Neurons
10.287437,4.3920975,0,Astrocytes
6.2564116,0.8085677,0,Neurons
11.730292,-0.41749972,0,Neurons
7.847747,-4.150952,0,Neurons
9.74113,-8.125382,1,Neurons
9.402219,1.5932183,0,Neurons
2.004266,-2.7148235,5,Neurons
8.753271,-5.2593446,1,Neurons
6.6215444,13.533887,2,Oligodendrocytes
9.298872,0.547302,0,Neurons
7.7581644,13.073013,2,Oligodendrocytes
15.170313,-1.644591,9,Pericytes
11.55404,-6.8983207,1,Neurons
6.919296,13.861564,2,Oligodendrocytes
18.06223,-2.5039248,8,Neurons
16.292456,-2.0957022,9,Pericytes
7.0590024,9.391697,2,Endothelial
15.310814,4.7355123,5,Microglia
7.0059023,9.610898,2,Microglia
3.2931907,5.179086,7,OPCs
8.115756,-5.3251553,1,Neurons
10.33198,1.3711635,0,Neurons
-2.3661814,-0.62118274,3,Microglia
-2.7354112,0.32077515,3,Microglia
8.473162,-2.271076,0,Neurons
8.936063,-3.1038601,0,Neurons
15.833646,-0.77382654,9,Oligodendrocytes
2.857532,7.9197826,6,Pericytes
10.868625,-8.593943,1,Oligodendrocytes
11.903242,3.8997767,0,Neurons
3.0640616,-5.944977,4,Neurons
11.886388,-4.1095285,0,Neurons
2.6341743,-6.969248,4,Microglia
18.010353,-4.79215,8,Neurons
10.989736,-5.6388144,1,Neurons
-3.459541,1.8086756,3,Microglia
10.884934,4.2338157,0,Oligodendrocytes
8.019357,-5.9808574,1,Neurons
2.0731792,-8.2166605,4,Neurons
-3.614281,0.5077063,3,Microglia
8.652107,-2.1924872,0,Pericytes
9.061758,4.6085744,0,Oligodendrocytes
12.428767,3.4962175,0,Astrocytes
2.648328,5.3240166,7,OPCs
12.637421,2.9113095,0,Neurons
10.669879,2.2834406,0,Neurons
15.895522,-1.144112,9,Neurons
10.384644,1.0774585,0,Neurons
6.4302397,13.507533,2,Oligodendrocytes
12.840756,-2.7243137,0,Neurons
-3.7338548,-0.77485806,3,Microglia
2.8075833,-6.8887663,4,Neurons
9.271303,4.15175,0,Oligodendrocytes
12.674249,2.15097,0,Neurons
9.9043455,1.8081743,0,Microglia
15.030486,2.572545,5,Pericytes
10.244848,-8.762333,1,Neurons
10.818409,-8.51911,1,Neurons
8.5539055,-4.198207,0,Oligodendrocytes
8.31104,7.264544,2,Oligodendrocytes
8.215601,7.243352,2,Oligodendrocytes
11.172009,-6.9449515,1,Neurons
8.396969,0.6296272,0,OPCs
8.187237,2.8157768,0,Pericytes
10.62433,-7.340888,1,Astrocytes
11.669508,5.2963076,0,Oligodendrocytes
-3.4554305,0.7081259,3,Microglia
9.962861,-9.155509,1,Neurons
10.436473,-7.172298,1,OPCs
9.466073,-0.32032847,0,Neurons
10.636032,2.89018,0,Microglia
9.10259,0.27180293,0,Astrocytes
11.149152,3.1428235,0,Pericytes
13.29551,3.4864414,0,Neurons
7.97468,13.934543,2,Oligodendrocytes
3.5098631,-6.4587455,4,Pericytes
3.7047505,-5.755705,4,Neurons
17.466185,-5.1211953,8,Pericytes
10.436393,-0.9256664,0,OPCs
9.63769,5.6038475,0,Endothelial
2.9023774,-2.2929032,5,Microglia
16.937729,-5.257253,8,Neurons
16.16355,-6.0659933,8,Neurons
15.601572,-0.9881054,9,Neurons
3.0762918,8.0717325,6,Microglia
10.946175,-6.2789354,1,Neurons
8.960755,0.6141278,0,Neurons
14.683004,6.221551,5,Microglia
10.176306,2.746794,0,Neurons
10.98227,5.1000123,0,Neurons
9.40863,3.0096307,0,Oligodendrocytes
-2.3985367,0.36637363,3,Microglia
14.164774,-2.667057,0,Neurons
-2.671547,0.49193987,3,Endothelial
10.215436,4.4160624,0,Oligodendrocytes
9.929185,5.9020405,0,Oligodendrocytes
8.7661915,1.9987488,0,Neurons
11.609159,3.285758,0,OPCs
16.889599,-6.2802978,8,Neurons
9.3122635,-3.4589522,1,Neurons
7.7350073,11.944269,2,Oligodendrocytes
7.2046947,6.7108345,7,Oligodendrocytes
15.466709,4.632813,5,Pericytes
3.4814725,-5.968358,4,Oligodendrocytes
12.055858,2.33882,0,Neurons
2.9180384,0.35514367,6,Astrocytes
7.400582,11.892859,2,Oligodendrocytes
10.223211,-2.5358913,0,Neurons
6.5532317,-2.9450746,0,Pericytes
11.194973,8.715994,7,OPCs
4.5701966,3.646773,7,Pericytes
15.539995,4.5944767,5,Pericytes
16.270727,2.615714,5,Pericytes
4.293933,3.6847966,7,OPCs
2.845788,-5.296796,4,Pericytes
3.8043816,-5.6755724,4,Neurons
7.10674,-2.9674306,0,Pericytes
6.4830036,13.704261,2,Oligodendrocytes
16.214228,2.6986408,5,Neurons
4.5218086,4.9149804,7,OPCs
9.415332,-1.1343837,0,Neurons
3.4815128,-6.599893,4,Neurons
14.03188,4.325682,0,Neurons
11.660599,3.1419647,0,Neurons
9.357404,1.5840163,0,OPCs
13.00747,-3.1266658,0,Neurons
11.050706,4.181926,0,Pericytes
11.676031,2.3268273,0,OPCs
3.9120343,1.3464144,6,Pericytes
7.114952,-2.2952056,0,Neurons
-1.8089095,0.31831908,3,Microglia
8.034081,-6.0378485,1,Neurons
-2.7556522,0.45137525,3,Microglia
3.028493,-2.3091574,5,Neurons
3.3256564,4.4580517,7,OPCs
7.362491,12.816937,2,Oligodendrocytes
-1.9288981,-0.40390944,3,Microglia
18.28961,-4.8446374,8,Neurons
11.162439,8.686295,7,OPCs
10.899315,3.1892931,0,Neurons
8.330019,3.1944377,0,Oligodendrocytes
7.694719,0.06223669,0,Neurons
7.7021627,12.732718,2,Oligodendrocytes
1.9790027,-2.45861,5,Pericytes
8.553383,13.035811,2,Oligodendrocytes
11.69146,1.682204,0,Neurons
2.8129232,-6.4014554,4,Neurons
10.675134,-8.771121,1,Neurons
6.2504807,-1.9690983,6,Microglia
15.130673,5.310527,5,Neurons
11.999252,4.2267027,0,Pericytes
2.7892478,-0.023993112,6,Neurons
14.254103,-2.6816764,0,Neurons
9.267653,0.11851229,0,Neurons
16.71239,-6.324847,8,Neurons
10.612421,-2.4187737,0,Endothelial
11.623969,-1.6673106,0,Astrocytes
11.511179,-3.1308594,0,Neurons
11.585641,-1.2711853,0,Neurons
8.4537325,-4.00915,0,Neurons
4.267547,4.217251,7,Oligodendrocytes
11.302051,3.3377726,0,Neurons
-4.3825397,0.13213661,3,Microglia
14.759604,5.570355,5,Pericytes
16.258762,-1.2238923,9,Neurons
8.444147,5.081403,0,Oligodendrocytes
10.159181,-8.335315,1,Pericytes
11.135133,1.8851798,0,Neurons
13.998321,-2.5384138,0,OPCs
16.243921,2.036829,5,Pericytes
10.983028,-0.7793376,0,Neurons
1.7065936,-2.3317816,5,Neurons
15.335596,-1.0887588,9,Endothelial
10.911477,1.4394016,0,Neurons
8.078036,4.8691154,0,Neurons
12.949867,2.8275335,0,Pericytes
10.890818,3.3557076,0,Oligodendrocytes
7.55699,0.5310874,0,Neurons
9.922275,-6.853447,1,Astrocytes
4.5307407,4.209043,7,OPCs
10.4537735,-7.6000805,1,Microglia
9.259381,5.413321,0,Oligodendrocytes
-2.8096526,-0.893095,3,Oligodendrocytes
8.893452,2.2549136,0,Neurons
12.364116,2.4075627,0,Neurons
13.583612,-2.7797346,0,Neurons
16.22645,2.7783444,5,Pericytes
14.911061,4.3644247,5,Neurons
8.620095,-2.4922214,0,Astrocytes
12.751587,2.9493096,0,Neurons
15.330207,5.264382,5,Neurons
4.049262,1.1529878,6,OPCs
-2.445026,-0.7736607,3,Microglia
11.327389,0.4454135,0,Pericytes
6.6766806,-3.1087039,0,Pericytes
8.814313,2.0742176,0,Microglia
10.897974,5.092847,0,Neurons
13.612998,1.4509553,0,Astrocytes
6.1048517,-3.0763257,0,Neurons
10.46846,-8.870904,1,Neurons
11.471772,-6.5326705,1,OPCs
6.384364,-2.7308497,0,Neurons
11.524528,-8.311121,1,Neurons
8.58935,13.006123,2,Microglia
9.042357,-0.9023311,0,Neurons
9.7110405,1.4660823,0,Neurons
8.747144,5.197299,0,Pericytes
11.833915,3.7728403,0,Neurons
18.175941,-5.0880566,8,Neurons
13.884806,-2.632917,0,Neurons
3.3604,-6.5194364,4,Microglia
12.526526,3.5178974,0,Astrocytes
7.4387074,-0.7707106,0,Neurons
7.9391074,-4.1461954,0,Neurons
2.8411207,8.465494,6,Oligodendrocytes
-3.7554574,0.27154407,3,Microglia
11.153336,1.65369,0,Neurons
9.462633,-1.2481679,0,Neurons
12.092275,2.2023492,0,Neurons
12.245075,3.4015543,0,Neurons
8.437261,1.741614,0,Astrocytes
9.7462435,-8.230928,1,Pericytes
13.057252,1.1395862,0,Microglia
-4.6812778,-0.52245146,3,Microglia
-0.511066,-0.77325916,3,Microglia
9.493388,1.1162549,0,Microglia
8.2970705,3.7072062,0,Oligodendrocytes
2.8783126,5.268635,7,OPCs
-3.8132172,-1.0098567,3,Microglia
7.463665,13.764174,2,Oligodendrocytes
2.294511,-6.343447,4,Pericytes
13.578001,2.9202316,0,Neurons
8.292285,6.9619675,2,Oligodendrocytes
12.93129,1.0108045,0,Neurons
6.31263,2.2312121,0,Pericytes
12.947283,-1.85799,0,Endothelial
15.145079,5.986079,5,Astrocytes
6.437705,0.77102077,0,Neurons
11.247477,-7.9512777,1,Neurons
-2.4812026,-0.7785712,3,Microglia
9.935533,-5.6550097,1,Neurons
8.510096,-1.5364473,0,Neurons
8.07793,13.338139,2,Oligodendrocytes
15.509877,2.2387648,5,Neurons
9.006867,5.824947,0,Astrocytes
5.5730896,2.938024,0,OPCs
9.295238,1.0074303,0,Oligodendrocytes
2.9446764,-5.868085,4,Pericytes
15.146719,5.222406,5,Neurons
7.927904,-0.680148,0,Neurons
12.101227,-3.0287046,0,Neurons
-1.7748276,-0.4770255,3,Microglia
12.040182,2.496677,0,Neurons
-2.839587,-0.36820695,3,Microglia
-3.3691938,-0.34010544,3,Microglia
9.834481,-1.3120388,0,Neurons
10.172739,-2.4237986,0,Neurons
9.584354,-1.2533352,0,Microglia
-4.6348433,-0.053497277,3,Endothelial
-3.003703,-0.31190985,3,Microglia
5.972052,13.601598,2,OPCs
3.3956108,-0.60722023,6,Microglia
10.189142,-0.110897265,0,Astrocytes
15.665681,3.514524,5,Neurons
12.47883,3.4986644,0,Neurons
-4.9391284,0.44839108,3,Microglia
3.6172338,8.637307,6,Neurons
7.531217,0.021767743,0,Neurons
9.53384,5.012059,0,Oligodendrocytes
8.170368,-2.5941203,0,Neurons
14.6682625,6.350665,5,Neurons
10.211941,-3.4852366,0,Microglia
7.438883,-4.0138783,0,Neurons
7.912948,-6.168903,1,Pericytes
7.8018837,-2.3238654,0,Neurons
12.975946,-3.4670475,0,Pericytes
6.741197,-2.5358179,0,Neurons
2.163437,-7.3008018,4,Pericytes
-3.0242858,0.71491337,3,Microglia
8.189489,4.0296955,0,Oligodendrocytes
11.082043,0.06468447,0,Neurons
7.3027663,12.493238,2,Oligodendrocytes
14.907167,2.4451392,5,Astrocytes
10.381022,-7.430688,1,Neurons
1.8392102,-2.5857763,5,Pericytes
13.082702,-2.1275167,0,Neurons
2.3988028,-7.8694677,4,Neurons
10.5156,-1.3922595,0,Neurons
12.215945,3.921919,0,Oligodendrocytes
8.616204,0.3133363,0,OPCs
11.02419,4.6736965,0,Oligodendrocytes
8.801442,13.076752,2,Oligodendrocytes
4.8709803,4.7706013,7,OPCs
13.800122,3.3015556,0,Neurons
12.179429,1.157321,0,Astrocytes
10.90049,1.5041609,0,Neurons
8.002063,-4.109885,0,Pericytes
9.158878,4.1112533,0,Microglia
2.01838,-8.061224,4,Neurons
16.109259,3.9565065,5,Microglia
13.545585,2.5621288,0,Neurons
2.836371,5.4269605,7,OPCs
12.477201,-2.4531221,0,OPCs
-2.6015239,-0.67765087,3,Microglia
8.242487,-2.0719147,0,Astrocytes
4.052592,-6.198825,4,Neurons
9.500186,3.4695518,0,Endothelial
5.785205,-3.057419,0,Pericytes
11.247131,-3.0521917,0,Neurons
4.6542215,-1.2638043,6,Oligodendrocytes
3.9152253,3.9422543,7,Microglia
13.940911,2.5710526,0,Neurons
10.732081,-8.899077,1,Neurons
3.5499194,-6.9792905,4,Neurons
17.765026,-4.283818,8,Neurons
13.065495,1.0428282,0,Neurons
3.628787,-5.4771457,4,Neurons
17.984507,-5.2771053,8,Neurons
10.78269,-6.770487,1,Neurons
6.596917,3.1224194,0,Microglia
-3.6904001,0.51340514,3,Microglia
-2.8899488,1.2933134,3,Microglia
3.209428,-5.9546347,4,Neurons
-3.5385838,1.1592628,3,Microglia
6.4610205,0.85037875,0,Neurons
-3.8222063,0.82801914,3,Microglia
9.599798,2.141748,0,Neurons
9.676221,1.1123203,0,Microglia
13.463916,-0.7394587,0,Neurons
12.309526,2.1789465,0,Neurons
11.169683,1.5730118,0,Endothelial
10.550895,-2.3968527,0,Pericytes
12.242831,2.1641402,0,Pericytes
9.289602,-0.08324707,0,Neurons
2.5288675,0.43137324,6,Microglia
6.711382,-3.730862,0,Oligodendrocytes
9.902834,5.6764617,0,Oligodendrocytes
7.80282,3.6813343,0,OPCs
10.87085,-3.832212,0,Neurons
17.462461,-4.0514193,8,Neurons
12.724753,-1.6589494,0,Neurons
17.906355,-4.635113,8,Neurons
8.027963,-6.0531173,1,Microglia
-2.6286843,0.5600114,3,Endothelial
2.4619753,-0.01414702,6,Neurons
6.6245136,13.321527,2,Oligodendrocytes
11.667719,4.2614007,0,Oligodendrocytes
10.181912,-9.413853,1,Astrocytes
8.227764,4.1011853,0,Oligodendrocytes
9.58923,5.0013037,0,Oligodendrocytes
9.087176,4.5699434,0,OPCs
7.814286,-0.14774325,0,Astrocytes
12.0723715,3.4395545,0,Neurons
11.357042,5.650501,0,Oligodendrocytes
2.1282551,-6.2766004,4,Endothelial
-3.586815,-0.76467997,3,Microglia
16.513811,-6.318843,8,Neurons
7.9724255,2.9841383,0,Microglia
15.41186,2.5823364,5,OPCs
10.308422,-8.307963,1,Neurons
5.9319296,3.787987,7,Oligodendrocytes
2.5881803,0.26786643,6,Microglia
2.6571875,-5.6822534,4,Neurons
-4.7963142,1.005821,3,Microglia
7.1659846,4.5717397,0,Oligodendrocytes
11.974847,-1.1477296,0,Astrocytes
9.841627,-6.5447903,1,Neurons
2.2420557,-7.763214,4,Pericytes
10.717836,3.8541133,0,Neurons
6.9937863,-0.9587766,0,Neurons
14.22936,3.0584517,0,Oligodendrocytes
7.6887264,13.164446,2,Oligodendrocytes
12.466476,2.9266162,0,Neurons
3.7916124,4.7760086,7,Oligodendrocytes
3.821745,8.593125,6,Pericytes
15.431314,2.9631517,5,Neurons
-1.7054574,0.06121096,3,Neurons
-1.4139036,3.621898,6,Pericytes
7.733019,1.6577964,0,Pericytes
7.4919987,13.921724,2,Oligodendrocytes
16.331156,4.809539,5,Neurons
8.294751,-1.8342311,0,Neurons
7.115304,12.49487,2,Oligodendrocytes
13.740228,-2.8323128,0,Neurons
13.784091,2.7267478,0,Neurons
14.44268,-2.6717336,0,Endothelial
13.226624,-0.28968048,0,Neurons
8.225885,11.724345,2,Oligodendrocytes
2.8131912,0.8695064,6,Oligodendrocytes
3.5454304,-5.4222765,4,Neurons
-3.9551072,-0.34599298,3,Microglia
13.779322,2.586622,0,Astrocytes
6.7497354,1.9144071,0,Oligodendrocytes
11.0214815,-6.257254,1,Neurons
8.765233,-4.887829,1,Astrocytes
11.881115,-1.7467922,0,Neurons
9.002723,0.30325493,0,Astrocytes
3.3915353,-5.5125966,4,Neurons
13.875754,2.5009801,0,Neurons
11.096554,-2.7097807,0,Pericytes
13.265585,-2.6437917,0,Neurons
17.887167,-4.2912755,8,Pericytes
10.665127,0.2195714,0,Neurons
10.173364,-9.224582,1,Microglia
1.5561132,-2.3236454,5,Microglia
9.596976,0.5141682,0,Neurons
17.863434,-2.6164563,8,Neurons
8.425152,13.270672,2,Oligodendrocytes
2.447131,-2.576699,5,Pericytes
10.984759,-6.38566,1,Microglia
6.796132,12.870309,2,Oligodendrocytes
3.463113,4.9684715,7,OPCs
16.367434,2.6108763,5,Microglia
10.749649,0.9087454,0,Microglia
11.769896,-0.8121509,0,Neurons
9.534384,4.570072,0,Astrocytes
9.43285,-1.325533,0,Neurons
8.546965,5.8057814,0,Oligodendrocytes
10.871763,-9.1084385,1,Neurons
10.916062,-3.9088752,0,Pericytes
9.601899,0.9720346,0,Neurons
3.1358151,4.9548736,7,OPCs
16.113579,4.58881,5,Neurons
14.010081,4.6229897,0,Microglia
