Group,Mean,Median,Min,Max,Count
Assigned,0.8680762778508974,0.9957773162208842,0.003507430886917527,1.0,6165
Unassigned,0.49269146895820165,0.4547953096261679,0.0002516656310648626,0.9999999999999984,3072
