names,scores,logfoldchanges,pvals,pvals_adj,cluster
Nipal2,42.959743,,0.0,0.0,0
Cntnap2,45.8218,,0.0,0.0,0
Hcn1,45.876324,,0.0,0.0,0
Chrm3,45.879353,,0.0,0.0,0
Osbpl6,45.9189,,0.0,0.0,0
Mir124a-1hg,46.026676,,0.0,0.0,0
Celf2,46.02784,,0.0,0.0,0
Kcnb2,46.08517,,0.0,0.0,0
Ccdc148,46.087204,,0.0,0.0,0
Gm33228,46.15735,,0.0,0.0,0
Atp1b1,46.47396,,0.0,0.0,1
Sh3kbp1,-39.780827,,0.0,0.0,1
Cdk12,-40.11769,,0.0,0.0,1
Kif13b,-40.091465,,0.0,0.0,1
Mdm4,-40.06839,,0.0,0.0,1
Tet3,-40.05754,,0.0,0.0,1
Naaladl2,43.02796,,0.0,0.0,1
Camk1d,44.85508,,0.0,0.0,1
Rtn1,45.707012,,0.0,0.0,1
Rictor,-39.818287,,0.0,0.0,1
Ppfia2,43.68721,,0.0,0.0,2
Rfx3,43.194992,,0.0,0.0,2
Ahcyl2,41.932858,,0.0,0.0,2
Ccdc85a,41.210186,,0.0,0.0,2
Lrrtm4,40.81993,,0.0,0.0,2
Glis3,41.089,,0.0,0.0,2
Btbd9,40.37878,,0.0,0.0,2
Ryr2,40.325726,,0.0,0.0,2
Auts2,38.75043,,0.0,0.0,2
Erc2,39.09839,,0.0,0.0,2
Pde4b,46.752354,,0.0,0.0,3
Pde8a,39.75637,,0.0,0.0,3
Pak5,39.3395,,0.0,0.0,3
Mog,39.285618,,0.0,0.0,3
Gjc3,39.181763,,0.0,0.0,3
Sytl2,38.81174,,0.0,0.0,3
Trf,38.778065,,0.0,0.0,3
Sox2ot,38.453518,,0.0,0.0,3
Fa2h,38.28758,,0.0,0.0,3
Mag,38.21102,,0.0,0.0,3
Atp1a2,36.568344,,9.114316610087836e-293,2.512270230404611e-288,4
Prex2,36.257065,,7.689823615069155e-288,1.0598114906288309e-283,4
Slc1a2,35.988987,,1.2437803133435453e-283,1.1427853519000494e-279,4
Msi2,35.343746,,1.2508029447709906e-273,8.619283092416895e-270,4
Nfia,34.330894,,2.7157049291544133e-258,1.497113813344245e-254,4
Rora,34.11039,,5.173927234603904e-255,2.3769021715770335e-251,4
Slc1a3,33.414616,,8.409394993006425e-245,3.3113794798175585e-241,4
Pitpnc1,32.824883,,2.6006535644644622e-236,8.960551856362304e-233,4
Npas3,32.207108,,1.4035183346299677e-227,4.2985088195267147e-224,4
Plpp3,32.15657,,7.148710588449987e-227,1.9704705866003545e-223,4
Elmo1,36.520866,,5.17359633190945e-292,1.426050092927521e-287,5
Apbb1ip,36.15227,,3.426861774754948e-286,4.7229008979672694e-282,5
Inpp5d,36.110813,,1.5344495429273598e-285,1.4098522400416583e-281,5
Pde3b,35.95764,,3.844863955563998e-283,2.649495751779151e-279,5
Mbnl1,35.82009,,5.3759152019646795e-281,2.9636345325390885e-277,5
Tgfbr1,35.774075,,2.7950997692399365e-280,1.284068833988827e-276,5
