UMAP1,UMAP2,cluster,cell_type
15.764787,-1.5370849,6,OPCs
2.724767,18.033722,2,Neurons
14.632551,7.324024,1,Microglia
9.384913,-0.62930393,3,Oligodendrocytes
9.509632,8.584028,0,Neurons
4.3341928,18.361597,2,Neurons
0.873619,12.034857,7,Neurons
15.72887,8.20405,1,Oligodendrocytes
9.514701,-0.74115217,3,Oligodendrocytes
3.054745,18.706553,2,Neurons
6.0390935,9.449692,0,Neurons
6.6055818,9.155317,0,Neurons
8.82379,9.85553,0,Neurons
4.5987644,19.048409,2,Neurons
8.731538,8.778443,0,Neurons
16.938448,2.5970006,4,Endothelial
15.151859,6.9665236,1,Neurons
8.691007,2.4636898,3,Oligodendrocytes
8.682121,8.343007,0,OPCs
3.7517977,7.53678,0,Neurons
5.530781,8.67228,0,Neurons
10.514654,5.2773933,4,Astrocytes
5.1229157,19.96537,2,Neurons
8.556186,0.48871103,3,Endothelial
-1.0951573,2.7023735,5,Microglia
-0.32462263,1.9298272,5,Microglia
3.659986,2.6876168,5,Microglia
12.555622,9.197466,8,Endothelial
7.8616157,10.460968,0,Neurons
3.3445241,10.851623,0,Neurons
10.374554,-0.50595176,3,Oligodendrocytes
11.358914,11.290291,0,OPCs
8.790453,-2.037769,3,Oligodendrocytes
3.1081097,18.421755,2,Neurons
4.984657,19.960806,2,Neurons
7.920826,9.9026165,0,Neurons
10.748826,3.1894941,6,Oligodendrocytes
15.15788,9.538948,1,Oligodendrocytes
9.617462,6.5516953,0,Neurons
9.443918,11.568957,0,Neurons
2.1540763,8.43094,0,Pericytes
2.5465295,18.823246,2,Neurons
3.74985,19.00288,2,Neurons
17.756523,8.437508,1,Microglia
8.022855,-0.24937253,3,OPCs
11.018563,4.0275526,6,Oligodendrocytes
9.616233,11.790451,0,Neurons
8.372653,7.7683578,0,Neurons
10.668019,3.3818705,6,Oligodendrocytes
16.750168,8.130095,1,Microglia
19.909,10.437995,1,Microglia
3.8548477,17.647575,2,Pericytes
1.886737,12.522885,7,Pericytes
12.688297,8.672876,8,Neurons
5.827403,7.695301,0,Neurons
16.15372,6.7166667,1,Microglia
6.1937323,9.718819,0,Neurons
16.22727,8.2254305,1,Microglia
18.994062,9.76829,1,Astrocytes
20.182837,10.384111,1,Neurons
5.1207743,13.486467,0,Neurons
5.1541805,20.369919,2,Neurons
6.6622887,12.345092,0,Neurons
9.733568,11.458631,0,Neurons
12.122159,4.02261,4,Pericytes
6.7353272,7.303341,0,Neurons
4.1014414,18.044538,2,Neurons
9.970091,-0.33302104,3,Astrocytes
10.967004,3.9792972,6,Oligodendrocytes
-1.2427664,1.9174782,5,Microglia
9.700805,-1.0340146,3,Oligodendrocytes
8.773849,-2.1267467,3,Oligodendrocytes
9.934293,8.282222,0,Neurons
7.412186,20.082705,2,Pericytes
18.826952,7.8703976,1,Endothelial
2.45942,15.011157,2,OPCs
8.672914,11.367905,0,Neurons
7.009262,19.69354,2,Neurons
7.6852655,11.133495,0,Neurons
12.899536,6.1600347,1,Oligodendrocytes
5.374552,12.303243,0,OPCs
17.939775,8.58248,1,Oligodendrocytes
12.883987,12.930044,8,Neurons
6.235924,5.4411373,0,Oligodendrocytes
6.479187,19.49273,2,Neurons
9.563171,0.15948078,3,Oligodendrocytes
7.110027,5.3983817,0,Neurons
7.404433,6.714218,0,Microglia
13.32565,2.0216725,4,Astrocytes
4.7791395,10.354711,0,Neurons
8.369638,3.9683356,0,Oligodendrocytes
8.598738,15.228698,0,Endothelial
19.54631,10.664366,1,OPCs
5.481332,8.2642355,0,Neurons
12.778764,12.799358,8,Oligodendrocytes
20.934158,11.146626,1,Oligodendrocytes
0.83597904,12.558382,7,Neurons
17.938099,9.396353,1,OPCs
14.191716,3.653688,4,Astrocytes
4.067649,6.630722,0,Oligodendrocytes
7.5841975,10.224421,0,Neurons
14.2349205,2.330601,4,Astrocytes
9.844879,9.870695,0,Neurons
0.36422592,1.5690159,5,Microglia
18.701365,10.422396,1,Microglia
14.095381,1.9519345,4,Astrocytes
18.078157,8.831568,1,Microglia
4.511457,11.307942,0,Neurons
18.505968,9.925685,1,Oligodendrocytes
7.3945255,7.979959,0,Oligodendrocytes
2.5530043,18.054392,2,Neurons
1.9488086,11.552621,7,Neurons
4.4227223,9.085412,0,Neurons
4.3456554,5.653996,0,Microglia
18.5533,8.430139,1,Microglia
13.02064,2.2572105,4,Astrocytes
9.309379,11.355324,0,Neurons
3.6240253,19.79629,2,OPCs
14.7682295,9.210479,1,Microglia
15.732007,7.8461547,1,Microglia
13.258247,3.14383,4,Astrocytes
2.4116988,6.576517,0,Neurons
15.012683,8.388309,1,Pericytes
5.697532,7.6204586,0,Neurons
17.581161,10.150057,1,Endothelial
16.488174,8.258254,1,Pericytes
12.755415,6.30161,1,Oligodendrocytes
20.389824,11.447174,1,Neurons
12.989417,13.045418,8,Oligodendrocytes
15.983988,-1.8356127,6,OPCs
7.413421,8.020287,0,Neurons
5.487555,20.22962,2,Microglia
7.4345393,-1.5591226,3,Oligodendrocytes
16.840761,-1.4999036,6,OPCs
4.7155,9.838466,0,Neurons
7.814113,8.129764,0,Neurons
7.1395464,6.3368106,0,Oligodendrocytes
8.907767,7.969471,0,OPCs
8.374465,7.641064,0,Neurons
17.577587,8.461053,1,OPCs
17.623642,9.340625,1,Oligodendrocytes
2.165574,15.205285,2,Microglia
19.285328,10.552606,1,Neurons
7.6398196,6.0474358,0,Neurons
15.913028,-2.1941717,6,OPCs
6.1640835,8.572429,0,Neurons
8.6976385,6.951751,0,Astrocytes
6.1425076,20.687634,2,Neurons
19.180824,10.651425,1,Microglia
-0.33526632,1.9165461,5,Microglia
8.235723,-0.4377723,3,Oligodendrocytes
5.4917994,20.560087,2,Neurons
7.2179418,7.4724073,0,Neurons
12.484686,9.540804,8,Neurons
8.8514805,-0.7319819,3,Oligodendrocytes
4.8127313,20.317797,2,Endothelial
7.6544647,20.020514,2,Neurons
12.457297,9.593769,8,Neurons
10.632894,0.08919969,3,Oligodendrocytes
17.827065,9.765108,1,Neurons
7.3015256,10.636067,0,Neurons
9.690944,10.729006,0,Neurons
7.251056,10.364214,0,Neurons
4.0283055,19.586521,2,Neurons
14.024968,2.5664792,4,Astrocytes
1.5143365,4.173968,5,OPCs
6.65787,-0.15286683,3,Oligodendrocytes
15.190716,8.624444,1,Microglia
16.77393,-1.1440382,6,OPCs
15.535454,7.267816,1,Oligodendrocytes
15.46521,10.711459,1,Oligodendrocytes
7.6355724,11.172702,0,OPCs
8.006827,13.038826,0,Endothelial
4.7066007,20.245958,2,Neurons
4.3456264,5.6806974,0,Microglia
16.239153,7.1683445,1,Microglia
8.056493,4.328716,0,Oligodendrocytes
6.781494,11.830003,0,Neurons
4.7523994,8.224069,0,Neurons
16.08461,8.292241,1,Microglia
9.582098,-0.5704571,3,Oligodendrocytes
16.472317,7.9453115,1,Neurons
19.747854,10.804013,1,Endothelial
16.442616,-2.008385,6,OPCs
16.72248,8.74336,1,Microglia
15.047745,8.583056,1,Oligodendrocytes
10.465745,5.2123556,4,Astrocytes
16.064123,7.836115,1,Oligodendrocytes
5.4782457,9.620574,0,Neurons
1.2139086,12.273056,7,Astrocytes
20.373455,10.606619,1,Pericytes
3.475708,2.9372165,5,Endothelial
-0.7241155,1.3914363,5,Microglia
8.103718,14.242994,0,Neurons
12.767979,12.947352,8,Neurons
1.006436,11.56893,7,OPCs
6.1837497,20.42796,2,Microglia
11.279457,4.684261,4,Astrocytes
3.6631527,8.232062,0,Neurons
12.696256,12.933413,8,Neurons
8.00672,13.825443,0,Neurons
19.886822,10.496779,1,Microglia
13.438894,4.472648,4,Microglia
5.1565456,8.320858,0,Neurons
7.444946,19.681585,2,Neurons
15.06316,7.1110387,1,Oligodendrocytes
9.188624,2.7409885,3,Microglia
10.24992,0.8424276,3,Oligodendrocytes
3.3294225,7.4332933,0,Astrocytes
8.981564,-0.092080414,3,Pericytes
16.657677,7.0063114,1,Neurons
16.622786,2.7496626,4,Neurons
7.9541135,1.1808113,3,Oligodendrocytes
4.727439,14.433023,9,OPCs
4.038519,19.084997,2,Neurons
10.667807,2.4670587,6,Microglia
7.4372954,7.2105317,0,OPCs
8.567505,0.79257,3,Oligodendrocytes
5.3993607,9.112338,0,Neurons
8.664288,8.807684,0,Neurons
9.653558,9.248373,0,Pericytes
8.031667,13.819414,0,Neurons
1.255425,12.775276,7,Neurons
1.7746421,4.458507,5,Microglia
16.839926,2.6500778,4,Oligodendrocytes
13.537805,2.8597074,4,OPCs
7.898038,-0.17328754,3,Oligodendrocytes
0.19376138,1.8899316,5,Microglia
3.1256316,7.0899177,0,Neurons
4.9214296,11.807159,0,Neurons
9.564357,7.378667,0,Astrocytes
16.840227,9.024918,1,Oligodendrocytes
7.2074704,6.3399105,0,Oligodendrocytes
-2.198743,5.1791162,5,Endothelial
15.334215,7.845709,1,Astrocytes
7.925207,7.912152,0,Neurons
14.519513,3.3034751,4,Astrocytes
5.2552247,19.861832,2,Neurons
7.7521567,6.1329713,0,Pericytes
16.72408,2.5857086,4,Endothelial
1.759884,4.5741963,5,Microglia
6.201211,7.51963,0,Neurons
13.533275,1.9404085,4,Astrocytes
6.0663586,20.065256,2,Neurons
10.079745,10.715859,0,Neurons
7.670259,12.62689,0,Neurons
16.171892,-0.21328615,6,OPCs
6.3305535,10.316763,0,Neurons
19.63381,10.596284,1,Microglia
6.132483,20.367336,2,Neurons
3.7614355,7.6960716,0,Pericytes
11.222327,5.6881595,4,Oligodendrocytes
6.164189,9.923989,0,Neurons
8.764792,2.2656171,3,Oligodendrocytes
12.166943,8.77192,8,Microglia
7.229531,5.3450212,0,Oligodendrocytes
19.176483,9.627452,1,Neurons
19.023445,9.058671,1,Microglia
8.022865,7.7486258,0,Astrocytes
2.9311528,8.324948,0,OPCs
5.7234793,7.0384417,0,Microglia
3.857559,8.742565,0,Neurons
9.962838,-0.87052596,3,Oligodendrocytes
5.5208197,19.52337,2,Neurons
9.858664,0.9644989,3,Oligodendrocytes
0.9049169,8.707753,0,OPCs
20.051062,10.954516,1,Microglia
15.712025,-1.7049887,6,OPCs
5.140541,11.503186,0,Neurons
19.948343,10.520776,1,Microglia
8.226161,19.833654,2,Neurons
14.552782,6.922021,1,Neurons
14.948259,7.1070437,1,Pericytes
8.435997,9.703866,0,Neurons
2.5321732,4.560615,5,Neurons
13.519551,2.434061,4,Astrocytes
15.939635,10.632308,1,Oligodendrocytes
4.3036923,12.267113,0,Neurons
4.14476,8.396053,0,Endothelial
9.799389,10.057634,0,Neurons
7.2466717,7.4334517,0,Neurons
17.60881,9.263103,1,Oligodendrocytes
12.785082,2.3392332,4,Astrocytes
7.9922304,10.840387,0,Oligodendrocytes
5.236565,19.884851,2,Neurons
5.245956,6.934286,0,OPCs
6.538363,8.381158,0,Microglia
8.907209,0.8485497,3,Oligodendrocytes
5.028562,8.280354,0,Neurons
7.089494,-0.456464,3,Oligodendrocytes
12.404881,12.510264,8,Neurons
14.27464,6.6154346,1,Neurons
10.032954,-0.883855,3,Oligodendrocytes
3.9030075,15.646502,2,OPCs
2.6073363,18.159792,2,Neurons
20.238804,10.78438,1,Neurons
16.584574,6.823008,1,Pericytes
13.290318,1.3041676,4,Astrocytes
1.829518,6.7133055,0,Neurons
6.644414,7.768416,0,OPCs
6.06171,5.854204,0,Oligodendrocytes
18.75831,10.662888,1,Neurons
8.143911,2.0566936,3,Oligodendrocytes
16.897636,-1.7640564,6,OPCs
19.238417,10.380513,1,Neurons
11.920786,4.07901,4,Neurons
7.5468736,13.71001,0,Neurons
7.877859,14.190868,0,Neurons
13.318845,3.365824,4,Astrocytes
5.0680614,20.795588,2,Neurons
16.733768,8.498878,1,Oligodendrocytes
7.4735875,-0.44160655,3,Oligodendrocytes
20.17042,11.404387,1,Neurons
18.558254,10.293104,1,Endothelial
4.629626,20.317053,2,Neurons
12.434891,9.459159,8,Pericytes
7.962777,1.3769349,3,Oligodendrocytes
17.714962,9.119006,1,Microglia
3.5413713,4.6301007,0,Microglia
3.5739439,2.846531,5,Microglia
8.511177,-0.23534718,3,Oligodendrocytes
8.017806,8.465037,0,Neurons
7.0770135,7.8627243,0,Neurons
7.387526,5.7943144,0,OPCs
4.3494654,10.138914,0,Neurons
4.0813403,8.053177,0,Neurons
8.716819,-0.28955606,3,Oligodendrocytes
19.972612,8.543445,1,Microglia
5.7572346,7.8803635,0,Neurons
12.592806,2.5056744,4,Astrocytes
5.904575,6.879871,0,Neurons
7.1476197,6.882965,0,Neurons
3.8644567,8.127404,0,Neurons
11.792189,6.40204,1,Oligodendrocytes
15.011521,9.780337,1,Oligodendrocytes
18.308039,7.5193415,1,Neurons
17.421896,7.475367,1,Pericytes
3.6908917,18.681562,2,Neurons
7.9716425,-0.6436711,3,Oligodendrocytes
12.639753,9.124855,8,Neurons
15.166782,6.9417944,1,Microglia
7.9612126,13.801597,0,Neurons
5.609443,8.965339,0,Neurons
18.409569,8.48242,1,Pericytes
9.0758505,7.971267,0,OPCs
6.7930717,12.282013,0,Neurons
2.1457462,4.488394,5,Microglia
4.1987834,19.107769,2,Neurons
6.4460917,7.544645,0,Endothelial
17.40532,8.093741,1,Neurons
19.82494,9.769062,1,Microglia
5.9194336,20.383968,2,Neurons
15.950677,0.092918545,6,OPCs
5.941409,9.225409,0,Neurons
8.267034,-1.6534302,3,Oligodendrocytes
14.867638,8.834889,1,Neurons
15.426471,7.0537705,1,Pericytes
5.9229183,12.079551,0,Neurons
1.1626217,6.650616,0,Neurons
9.921424,9.692179,0,Neurons
2.96718,8.489325,0,Pericytes
17.64037,8.000448,1,Neurons
13.04858,2.9360843,4,Astrocytes
11.762574,5.3432,4,Pericytes
4.2923427,12.559709,0,Neurons
12.082407,12.258087,8,Neurons
13.911566,7.070106,1,Microglia
9.992436,12.378719,0,Neurons
6.9189925,-1.4463266,3,Oligodendrocytes
3.9297488,6.306835,0,Microglia
9.949509,0.005439196,3,Oligodendrocytes
6.898021,8.982538,0,Neurons
4.8262787,14.177306,9,Pericytes
3.059648,4.1346374,5,Microglia
3.9361203,8.571206,0,Neurons
3.955566,4.311684,0,Microglia
6.4635153,19.294643,2,Pericytes
17.302172,7.7204146,1,Microglia
19.454205,10.07197,1,Microglia
6.7774696,10.578024,0,Neurons
6.154402,5.1956844,0,Oligodendrocytes
1.2320492,12.580397,7,Neurons
5.3201256,6.286417,0,Microglia
-1.3938074,2.6976907,5,Microglia
4.5036764,4.4602838,0,Microglia
5.947928,20.095854,2,Neurons
2.207926,8.079626,0,Neurons
-1.4691883,2.6280854,5,Microglia
14.883873,7.361089,1,Microglia
12.574878,6.096565,1,Oligodendrocytes
7.607437,6.188619,0,Neurons
7.1772156,-1.6523453,3,Oligodendrocytes
12.587376,9.33203,8,Oligodendrocytes
1.2390362,12.45765,7,Neurons
17.04516,8.193377,1,Microglia
16.95593,8.44275,1,Neurons
7.4105096,8.988902,0,Neurons
7.365582,6.9789104,0,OPCs
15.051976,7.5956473,1,Microglia
8.950846,5.6886206,0,OPCs
4.359667,17.22262,2,OPCs
6.5021443,11.206606,0,Neurons
20.839293,11.257187,1,Astrocytes
2.8071735,18.439964,2,OPCs
4.776277,18.121109,2,Astrocytes
6.8827825,10.354271,0,Neurons
16.750793,7.952709,1,Pericytes
4.4828663,7.0284953,0,Microglia
10.907557,6.566908,4,Microglia
5.792643,10.16755,0,Astrocytes
-1.6607237,2.506832,5,Microglia
4.852957,19.887344,2,Neurons
13.710907,3.7904725,4,Astrocytes
8.492995,8.901099,0,Astrocytes
3.9344497,7.8885307,0,Endothelial
7.845213,2.9453926,3,Oligodendrocytes
-0.692632,0.9444718,5,Microglia
15.156388,10.10204,1,Oligodendrocytes
1.146488,2.8396404,5,Microglia
4.037644,7.7800446,0,Astrocytes
12.591241,9.44683,8,Neurons
16.73534,7.6948915,1,Pericytes
6.2559524,9.298444,0,Neurons
8.345005,8.029927,0,Astrocytes
12.791583,1.7428881,4,Pericytes
2.3022025,6.871444,0,OPCs
6.352506,9.585817,0,Neurons
19.988062,11.038539,1,Neurons
1.8584396,8.199768,0,Oligodendrocytes
8.884487,2.0706341,3,Oligodendrocytes
6.749288,8.112674,0,Neurons
6.183846,6.5043726,0,Neurons
4.9651074,8.260779,0,Endothelial
1.1581657,6.587388,0,Neurons
17.858154,8.946773,1,Neurons
5.1168575,8.56949,0,OPCs
8.623717,4.282214,0,Neurons
10.708928,3.1769032,6,Oligodendrocytes
5.7849326,7.811068,0,Neurons
12.1313095,3.7288663,4,Astrocytes
9.824296,11.280586,0,Neurons
8.142696,7.662431,0,Neurons
9.555216,-0.64388937,3,Oligodendrocytes
17.33086,8.051451,1,Endothelial
2.8780985,12.662288,7,Neurons
6.533991,9.029012,0,Neurons
15.208429,7.7520604,1,OPCs
10.671152,3.6951191,6,Oligodendrocytes
1.1593223,12.684468,7,Neurons
5.180804,20.367311,2,Astrocytes
2.3098388,15.026697,2,Pericytes
0.9734912,12.0553055,7,Neurons
17.889551,7.812584,1,Astrocytes
8.036003,14.229708,0,Endothelial
6.671009,8.520533,0,Neurons
5.3225455,12.521494,0,Oligodendrocytes
20.457151,9.64216,1,Neurons
16.156853,7.465602,1,Neurons
17.863155,8.9405985,1,Neurons
7.6147327,6.8338947,0,Neurons
8.325603,4.3323274,0,Oligodendrocytes
2.9032044,18.429922,2,Neurons
4.4219875,19.074099,2,Pericytes
3.1900284,7.8520427,0,Neurons
17.055855,-1.5110328,6,OPCs
17.843618,7.5976815,1,Microglia
7.0302043,10.375927,0,Neurons
4.6782036,20.55853,2,Neurons
3.8458204,5.0670643,0,Microglia
18.873613,10.702151,1,Neurons
4.051956,19.704788,2,Neurons
19.21748,10.140536,1,OPCs
4.573584,10.093655,0,Neurons
14.896424,7.5599427,1,Pericytes
7.855209,-0.37694845,3,Oligodendrocytes
8.6124325,1.9098138,3,Oligodendrocytes
5.780861,6.5907497,0,Endothelial
8.382305,3.8847477,0,Oligodendrocytes
5.491102,8.591001,0,Neurons
3.8999982,12.235978,0,Neurons
12.721867,12.70355,8,Astrocytes
11.026377,11.314991,0,Neurons
16.74434,9.409973,1,Oligodendrocytes
19.626978,9.818536,1,Microglia
2.1820862,12.233806,7,Neurons
10.758188,0.5240086,3,Oligodendrocytes
8.134626,11.349665,0,Neurons
12.852324,2.3167138,4,Pericytes
-2.1102602,5.0957355,5,Endothelial
4.517092,19.85279,2,Neurons
18.481096,7.8960114,1,Neurons
9.108392,6.917226,0,Astrocytes
9.149629,7.184517,0,Neurons
8.062223,0.5924262,3,Oligodendrocytes
9.971823,9.909944,0,Neurons
4.7506766,8.407729,0,Neurons
13.164867,3.2792878,4,Astrocytes
7.6360435,12.082404,0,Neurons
4.3472013,20.08088,2,Neurons
9.686689,10.247224,0,Neurons
12.936368,1.4424207,4,Astrocytes
12.627417,9.127791,8,Neurons
7.9136186,6.4210796,0,Neurons
14.984835,6.942335,1,Pericytes
8.045501,0.44797948,3,Oligodendrocytes
0.48389786,2.3876367,5,Microglia
2.8995812,6.8320208,0,OPCs
17.008867,9.557225,1,Oligodendrocytes
6.6198587,6.396518,0,Neurons
3.6439762,4.9365106,0,Endothelial
5.7744656,9.511062,0,Neurons
4.1229696,17.81182,2,Neurons
7.523394,-1.7200277,3,Oligodendrocytes
9.868613,11.7301235,0,Neurons
17.40278,8.47828,1,OPCs
10.609148,0.13006642,3,Oligodendrocytes
6.953535,10.726406,0,Neurons
2.294478,7.3312235,0,Neurons
10.471687,0.32520375,3,Oligodendrocytes
15.224598,7.2528734,1,Microglia
13.787149,2.2235758,4,Astrocytes
1.9973819,11.992027,7,Astrocytes
9.193013,8.825268,0,OPCs
17.410898,7.3698516,1,Neurons
3.3387394,8.172561,0,Neurons
9.950618,8.738162,0,Neurons
6.2989044,20.770267,2,Neurons
8.175647,11.14002,0,Neurons
3.004444,14.990725,2,Pericytes
17.672316,9.035588,1,Neurons
6.058437,11.989307,0,Neurons
2.0127301,8.157625,0,Neurons
16.311846,7.2527833,1,Neurons
5.0995684,9.193542,0,Neurons
5.808859,7.2785444,0,Neurons
16.59934,6.9433026,1,Pericytes
1.2239422,11.251068,7,Neurons
14.273503,6.8468823,1,Neurons
17.526821,8.919923,1,Microglia
15.127618,7.7102046,1,Astrocytes
18.70469,8.5010195,1,Oligodendrocytes
3.8574812,20.27465,2,Neurons
17.57773,9.609898,1,Pericytes
10.287399,9.296658,0,Neurons
1.0261073,8.876168,0,Astrocytes
8.3819275,6.5682726,0,Neurons
0.7994085,1.2938987,5,Microglia
8.352322,14.692579,0,Neurons
8.031896,4.245851,0,Neurons
10.275095,5.509732,4,Astrocytes
10.951406,4.164305,6,OPCs
8.050156,12.861091,0,Neurons
3.255555,7.092906,0,Pericytes
9.9383745,10.390629,0,Neurons
8.013591,13.402622,0,Neurons
5.4686465,6.2388616,0,Astrocytes
9.466729,2.9229314,3,Oligodendrocytes
9.67434,7.3009734,0,Neurons
6.6014237,7.3778353,0,Neurons
18.401524,9.07151,1,Neurons
8.135125,8.772322,0,Neurons
8.3736315,-1.3867594,3,Oligodendrocytes
8.124402,19.919321,2,Neurons
18.025608,10.185179,1,OPCs
15.627554,-1.6677355,6,OPCs
7.702223,10.117075,0,Neurons
18.222738,8.968085,1,Neurons
16.61962,8.834085,1,Oligodendrocytes
7.020991,10.084551,0,Pericytes
-0.4198417,1.9120805,5,Microglia
8.759401,7.9382787,0,OPCs
3.8683631,20.191559,2,Neurons
14.353557,3.0236757,4,Astrocytes
4.8039856,8.336382,0,Neurons
12.4005165,9.425036,8,Endothelial
5.791633,20.465406,2,Neurons
6.863662,18.917715,2,Neurons
18.507483,10.120258,1,Microglia
7.6534185,12.682505,0,Neurons
7.0010967,-1.2509483,3,Oligodendrocytes
-0.059164,2.2422228,5,Microglia
5.3524594,8.900828,0,Neurons
6.5500107,-1.0126903,3,Oligodendrocytes
20.18417,11.320409,1,Oligodendrocytes
5.1495843,19.849731,2,Neurons
12.833979,9.075345,8,Neurons
2.9715517,8.663069,0,Pericytes
6.9610972,-0.033633444,3,Oligodendrocytes
8.95746,9.680173,0,Neurons
10.66782,-0.07950567,3,Oligodendrocytes
6.777798,20.824799,2,Neurons
7.598623,6.696613,0,Oligodendrocytes
16.15653,8.242863,1,Neurons
13.703934,1.946201,4,Astrocytes
3.6845279,7.92039,0,OPCs
8.118612,8.197881,0,OPCs
0.33393404,1.9599819,5,Microglia
6.799195,-0.702314,3,OPCs
16.466263,-2.1589704,6,OPCs
11.199891,8.449787,0,Microglia
8.275375,11.285625,0,Neurons
8.722572,13.544919,0,Pericytes
0.113965526,0.76717937,5,Microglia
20.478106,10.204976,1,Neurons
8.382709,1.2868385,3,Oligodendrocytes
6.683897,9.806513,0,Neurons
7.7896814,-0.27112284,3,Oligodendrocytes
4.9368377,2.1427023,4,Pericytes
10.4282055,10.501454,0,OPCs
6.6745033,-1.2151083,3,Oligodendrocytes
9.291858,0.36560157,3,Oligodendrocytes
5.613305,2.233691,4,Endothelial
7.998643,13.792871,0,Neurons
6.9524655,6.2024283,0,Oligodendrocytes
7.6323404,11.953848,0,Neurons
6.6354723,8.108711,0,Neurons
2.360735,12.591729,7,Neurons
7.856337,-1.2133914,3,Oligodendrocytes
19.18063,8.07619,1,Microglia
2.6797209,18.297983,2,Neurons
19.423685,9.424714,1,Microglia
4.5386343,17.536575,2,Neurons
15.792622,-1.8291817,6,OPCs
8.519565,0.6013178,3,Oligodendrocytes
5.239792,4.3678193,0,OPCs
3.225583,17.115597,2,OPCs
14.400281,2.338706,4,Astrocytes
16.660736,9.408155,1,Neurons
10.124451,-0.5368092,3,Oligodendrocytes
9.052539,5.426529,0,OPCs
17.507868,8.293213,1,Neurons
5.038761,10.185741,0,Neurons
7.9416013,8.327294,0,Neurons
8.124561,10.955605,0,Neurons
6.175802,21.004717,2,OPCs
4.156898,5.5301485,0,Endothelial
18.907791,9.687205,1,Microglia
8.089809,10.419248,0,Neurons
6.6632204,6.5443783,0,Neurons
2.2591329,11.800346,7,Neurons
8.090336,0.022900566,3,Astrocytes
3.6136265,7.3710938,0,Neurons
8.302217,5.3453918,0,OPCs
6.8291035,2.5040994,4,Pericytes
1.5364417,7.173643,0,Neurons
2.5826166,17.630453,2,Neurons
11.568145,5.3076696,4,Pericytes
7.476799,10.425544,0,Neurons
4.8223166,3.0652077,4,Astrocytes
13.902556,1.7830335,4,Astrocytes
8.534477,10.315479,0,Neurons
1.5308795,12.284223,7,Neurons
7.8008623,13.452158,0,Neurons
11.396403,7.6044,8,Oligodendrocytes
12.409634,1.9187763,4,Astrocytes
18.919018,7.9976625,1,Oligodendrocytes
20.22847,11.253764,1,Oligodendrocytes
16.127535,6.597479,1,Oligodendrocytes
8.307945,5.6423116,0,Oligodendrocytes
18.295479,8.934231,1,Oligodendrocytes
6.2094073,8.709873,0,Neurons
19.023106,9.699012,1,Microglia
9.467814,10.3950205,0,Neurons
9.870376,9.940383,0,Neurons
17.395102,9.754456,1,Microglia
3.9324853,7.7988596,0,Oligodendrocytes
13.417607,2.0980067,4,Astrocytes
7.046706,19.428356,2,Neurons
13.83593,3.187691,4,Astrocytes
5.1870704,8.596394,0,Neurons
4.8316174,2.9146984,4,Microglia
8.005151,8.908837,0,Neurons
6.103212,8.763233,0,Neurons
18.966532,9.005356,1,Oligodendrocytes
8.365792,7.987799,0,Neurons
5.408632,4.493619,0,OPCs
4.2935376,20.272232,2,Neurons
3.636617,20.049768,2,Neurons
0.18557177,2.06289,5,Microglia
13.360098,4.681171,4,Astrocytes
7.2875414,-0.5943412,3,Oligodendrocytes
9.617119,6.077217,0,OPCs
18.583862,10.145848,1,Neurons
8.777001,-0.33498976,3,Oligodendrocytes
16.694084,9.418239,1,Astrocytes
3.3723903,18.899406,2,Pericytes
